_id,productName,sellerId,productCategory,productCondition,brand,features.type,features.size,features.color,description,productPrice,productImage,addTime,productStatus,numberOfVisit,tag[2]
277,Wine - Penfolds Koonuga Hill,55,others,Old,Apple,,,Orange,ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula,39.48,http://dummyimage.com/104x100.png/5fa2dd/ffffff,"{""$date"":""2020-11-19T06:36:21.000Z""}",Sold,392,
278,Pastry - French Mini Assorted,122,shoes,New,Google,,,Turquoise,fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu,55.54,http://dummyimage.com/239x100.png/dddddd/000000,"{""$date"":""2021-10-23T03:45:02.000Z""}",Sold,83,
279,"Tomatoes - Vine Ripe, Yellow",311,laptop,Old,Prada,,,Teal,amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit,50.73,http://dummyimage.com/237x100.png/5fa2dd/ffffff,"{""$date"":""2021-09-05T21:25:30.000Z""}",Unsold,303,
280,Pepper - Scotch Bonnet,326,laptop,New,Google,jeans,15,,lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate,39.7,http://dummyimage.com/157x100.png/cc0000/ffffff,"{""$date"":""2020-11-21T08:44:37.000Z""}",Unsold,450,
281,"Chocolate - Semi Sweet, Calets",131,mobile,Old,Prada,jeans,15,Turquoise,nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus,49.35,http://dummyimage.com/138x100.png/5fa2dd/ffffff,"{""$date"":""2021-03-01T16:08:45.000Z""}",Sold,359,
282,Bread - Triangle White,221,laptop,New,Adidas,gaming,M,Green,at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu,38.73,http://dummyimage.com/107x100.png/cc0000/ffffff,"{""$date"":""2021-05-04T00:30:49.000Z""}",Sold,485,
283,"Fish - Scallops, Cold Smoked",180,shoes,Old,Google,jeans,L,Yellow,vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam,64.88,http://dummyimage.com/249x100.png/dddddd/000000,"{""$date"":""2021-07-27T12:14:42.000Z""}",Unsold,292,
284,Oil - Shortening - All - Purpose,326,television,Old,Logitech,,,,faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis,16.7,http://dummyimage.com/238x100.png/ff4444/ffffff,"{""$date"":""2021-07-20T18:30:08.000Z""}",Unsold,414,
285,Muffin Mix - Blueberry,362,PC,Old,Sony,ultrabook,XXL,Violet,in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin,16.09,http://dummyimage.com/173x100.png/5fa2dd/ffffff,"{""$date"":""2021-04-19T05:01:54.000Z""}",Sold,136,
286,Garlic,308,laptop,New,MSI,sweater,XL,,quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in,21.83,http://dummyimage.com/200x100.png/5fa2dd/ffffff,"{""$date"":""2021-09-07T18:13:24.000Z""}",Unsold,123,
287,Bar Mix - Lime,169,game console,Old,Acer,,,Puce,dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum,97.11,http://dummyimage.com/108x100.png/5fa2dd/ffffff,"{""$date"":""2020-11-12T19:19:34.000Z""}",Unsold,215,
288,"Lemonade - Island Tea, 591 Ml",268,shoes,New,Nike,,,Khaki,quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer,83.74,http://dummyimage.com/193x100.png/cc0000/ffffff,"{""$date"":""2021-09-25T17:53:54.000Z""}",Sold,244,
289,Veal - Kidney,466,laptop,New,Prada,,,Teal,etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit,10.54,http://dummyimage.com/192x100.png/dddddd/000000,"{""$date"":""2021-02-06T04:37:47.000Z""}",Unsold,304,
290,Sage - Fresh,336,PC,Old,Xiaomi,,,,vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo,18.84,,"{""$date"":""2021-01-06T16:38:51.000Z""}",Unsold,100,
291,True - Vue Containers,137,clothes,Old,LG,,,Indigo,est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum,43.64,http://dummyimage.com/237x100.png/ff4444/ffffff,"{""$date"":""2021-04-27T22:01:45.000Z""}",Unsold,286,
292,Pork - Back Ribs,412,mobile,New,Logitech,,,Teal,odio cras mi pede malesuada in imperdiet et commodo vulputate justo,13.53,http://dummyimage.com/172x100.png/dddddd/000000,"{""$date"":""2021-10-22T10:26:20.000Z""}",Unsold,40,
293,Lettuce Romaine Chopped,269,clothes,New,Adidas,,,Yellow,amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu,10.51,,"{""$date"":""2021-07-23T23:05:52.000Z""}",Sold,104,
294,Soup - Cream Of Potato / Leek,26,others,New,MSI,jeans,36,Turquoise,erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat,47.42,http://dummyimage.com/143x100.png/ff4444/ffffff,"{""$date"":""2021-05-18T06:17:03.000Z""}",Unsold,346,
295,"Veal - Chops, Split, Frenched",103,PC,New,IKEA,,,Violet,odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc,25.28,http://dummyimage.com/203x100.png/cc0000/ffffff,"{""$date"":""2021-05-15T18:20:04.000Z""}",Unsold,247,
296,Teriyaki Sauce,198,laptop,Old,Apple,,,Purple,vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes,71.01,http://dummyimage.com/160x100.png/cc0000/ffffff,"{""$date"":""2021-10-19T02:00:30.000Z""}",Unsold,202,
297,Calypso - Pineapple Passion,292,laptop,Old,Samsung,,,Fuscia,sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus,75.25,http://dummyimage.com/221x100.png/5fa2dd/ffffff,"{""$date"":""2021-10-08T21:58:36.000Z""}",Sold,448,
298,"Vinegar - Balsamic, White",377,clothes,New,Xiaomi,ultrabook,XL,Crimson,amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut,14.95,http://dummyimage.com/101x100.png/cc0000/ffffff,"{""$date"":""2021-03-08T10:39:15.000Z""}",Sold,306,
299,Bread Base - Italian,257,PC,New,ASUS,jeans,M,,cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non,39.48,,"{""$date"":""2021-06-26T18:53:53.000Z""}",Sold,9,
300,Wine - Toasted Head,89,PC,Old,Prada,gaming,38,,praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem,5.74,http://dummyimage.com/209x100.png/cc0000/ffffff,"{""$date"":""2021-10-10T07:44:25.000Z""}",Unsold,1,
301,Flour - Fast / Rapid,277,game console,New,Nike,sweater,XL,Khaki,id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et,50.77,http://dummyimage.com/146x100.png/dddddd/000000,"{""$date"":""2020-11-17T14:46:22.000Z""}",Sold,90,
302,Pate - Liver,213,game console,Old,MSI,,,Khaki,sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia,26.04,http://dummyimage.com/208x100.png/ff4444/ffffff,"{""$date"":""2021-03-05T14:09:47.000Z""}",Unsold,485,
303,Bagelers,361,PC,New,iPhone,,,Maroon,orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio,61.98,http://dummyimage.com/206x100.png/5fa2dd/ffffff,"{""$date"":""2021-03-15T07:51:11.000Z""}",Sold,249,
304,Lamb Leg - Bone - In Nz,489,laptop,New,Fujitsu,gaming,M,,dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id,1.57,http://dummyimage.com/182x100.png/cc0000/ffffff,"{""$date"":""2021-07-14T21:09:36.000Z""}",Sold,445,
305,Chinese Foods - Cantonese,276,PC,Old,Xiaomi,ultrabook,XL,Aquamarine,ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem,32.68,http://dummyimage.com/165x100.png/dddddd/000000,"{""$date"":""2021-08-19T04:21:57.000Z""}",Unsold,73,
306,Mushroom Morel Fresh,494,clothes,Old,MSI,,,Red,hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec,93.11,http://dummyimage.com/203x100.png/ff4444/ffffff,"{""$date"":""2021-02-19T00:36:36.000Z""}",Sold,248,
307,Cheese - Stilton,236,shoes,Old,Prada,,,Aquamarine,nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue,7.45,http://dummyimage.com/149x100.png/5fa2dd/ffffff,"{""$date"":""2021-05-15T11:16:18.000Z""}",Unsold,389,
308,"Tortillas - Flour, 10",358,clothes,New,Google,ultrabook,38,Yellow,non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt,57.69,http://dummyimage.com/209x100.png/ff4444/ffffff,"{""$date"":""2021-10-09T04:47:10.000Z""}",Sold,362,
309,Steamers White,153,laptop,New,Google,,,Maroon,proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam,30.44,http://dummyimage.com/248x100.png/5fa2dd/ffffff,"{""$date"":""2021-07-30T12:22:23.000Z""}",Unsold,379,
310,Cookies Almond Hazelnut,485,shoes,New,Adidas,,,Green,eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in,19.88,,"{""$date"":""2021-06-17T21:55:53.000Z""}",Unsold,267,
311,Wine - Chateauneuf Du Pape,29,PC,New,iPhone,,,,in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur,96.1,,"{""$date"":""2021-04-01T06:56:57.000Z""}",Sold,368,
312,"Vermouth - White, Cinzano",119,game console,Old,Logitech,,,Fuscia,dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est,49.24,http://dummyimage.com/240x100.png/5fa2dd/ffffff,"{""$date"":""2021-03-19T15:58:17.000Z""}",Unsold,320,
313,Appetizer - Asian Shrimp Roll,197,furniture,New,Xiaomi,sweater,XL,Khaki,a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur,3.01,http://dummyimage.com/231x100.png/cc0000/ffffff,"{""$date"":""2020-11-14T17:37:46.000Z""}",Unsold,145,
314,Tomatillo,466,furniture,Old,Apple,gaming,38,Pink,vel augue vestibulum ante ipsum primis in faucibus orci luctus,98.15,http://dummyimage.com/201x100.png/5fa2dd/ffffff,"{""$date"":""2021-10-20T07:35:36.000Z""}",Sold,212,
315,Scallop - St. Jaques,389,clothes,Old,iPhone,,,,metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam,22.31,http://dummyimage.com/133x100.png/cc0000/ffffff,"{""$date"":""2021-06-05T08:31:26.000Z""}",Sold,448,
316,Mace,441,television,New,IKEA,,,Aquamarine,amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non,24.46,http://dummyimage.com/193x100.png/cc0000/ffffff,"{""$date"":""2021-08-02T21:08:58.000Z""}",Unsold,498,
317,"Club Soda - Schweppes, 355 Ml",376,PC,Old,iPhone,,,,nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam,93.85,http://dummyimage.com/110x100.png/5fa2dd/ffffff,"{""$date"":""2020-12-11T13:09:04.000Z""}",Unsold,178,
318,Momiji Oroshi Chili Sauce,234,game console,Old,Adidas,gaming,L,Violet,blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula,50.2,http://dummyimage.com/249x100.png/5fa2dd/ffffff,"{""$date"":""2021-03-12T06:38:30.000Z""}",Unsold,406,
319,Port - 74 Brights,300,game console,New,Fujitsu,jeans,20,Goldenrod,nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in,3.7,http://dummyimage.com/210x100.png/cc0000/ffffff,"{""$date"":""2021-08-31T17:48:03.000Z""}",Sold,61,
320,Creme De Cacao Mcguines,117,mobile,New,Sony,ultrabook,40,Crimson,faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi,68.06,http://dummyimage.com/229x100.png/dddddd/000000,"{""$date"":""2021-04-27T23:35:05.000Z""}",Sold,169,
321,"Cheese - Cheddar, Medium",424,television,New,MSI,,,Maroon,morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales,19.09,,"{""$date"":""2021-07-06T13:06:37.000Z""}",Unsold,499,
322,Ice Cream Bar - Oreo Cone,268,shoes,New,Apple,,,Turquoise,amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci,33.22,http://dummyimage.com/103x100.png/cc0000/ffffff,"{""$date"":""2021-09-27T21:49:36.000Z""}",Sold,42,
323,"Turkey - Breast, Double",478,television,New,Samsung,,,Indigo,vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat,22.3,http://dummyimage.com/211x100.png/cc0000/ffffff,"{""$date"":""2021-05-14T18:43:08.000Z""}",Unsold,157,
324,"Soup - Campbells, Chix Gumbo",395,others,Old,Google,,,Goldenrod,vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet,7.67,http://dummyimage.com/109x100.png/ff4444/ffffff,"{""$date"":""2020-11-01T09:54:03.000Z""}",Unsold,103,
325,"Wine - White, Antinore Orvieto",451,PC,New,Adidas,,,,justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit,26.83,http://dummyimage.com/236x100.png/ff4444/ffffff,"{""$date"":""2021-07-20T09:42:24.000Z""}",Unsold,190,
326,Guinea Fowl,373,mobile,New,LG,jeans,M,Orange,at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem,75.31,http://dummyimage.com/185x100.png/5fa2dd/ffffff,"{""$date"":""2021-06-12T02:13:06.000Z""}",Unsold,389,
327,Onions - White,93,clothes,New,Logitech,,,Turquoise,nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan,39.96,http://dummyimage.com/110x100.png/cc0000/ffffff,"{""$date"":""2021-07-28T05:33:11.000Z""}",Sold,320,
328,Carbonated Water - Raspberry,430,others,Old,Google,,,Blue,quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget,6.78,http://dummyimage.com/120x100.png/ff4444/ffffff,"{""$date"":""2021-01-27T15:25:48.000Z""}",Unsold,230,
329,"Placemat - Scallop, White",418,PC,New,Fujitsu,,,Green,odio cras mi pede malesuada in imperdiet et commodo vulputate justo,45.69,http://dummyimage.com/228x100.png/dddddd/000000,"{""$date"":""2021-05-20T21:32:50.000Z""}",Unsold,281,
330,Veal - Liver,268,mobile,New,Acer,jeans,L,Aquamarine,sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede,16.47,http://dummyimage.com/234x100.png/cc0000/ffffff,"{""$date"":""2020-11-15T21:33:45.000Z""}",Sold,36,
331,Soup - Campbellschix Stew,138,television,Old,Logitech,ultrabook,S,Mauv,non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget,56.67,http://dummyimage.com/128x100.png/cc0000/ffffff,"{""$date"":""2020-11-02T09:54:46.000Z""}",Sold,56,
332,"Placemat - Scallop, White",293,game console,New,LG,sweater,L,Mauv,mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat,82.47,http://dummyimage.com/108x100.png/cc0000/ffffff,"{""$date"":""2021-10-12T18:46:05.000Z""}",Sold,236,
333,Fruit Salad Deluxe,109,mobile,Old,Apple,,,Purple,rutrum ac lobortis vel dapibus at diam nam tristique tortor,69.92,http://dummyimage.com/246x100.png/cc0000/ffffff,"{""$date"":""2020-11-30T07:15:02.000Z""}",Sold,407,
334,Vinegar - White,23,television,Old,IKEA,,,Red,in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque,30.37,http://dummyimage.com/109x100.png/dddddd/000000,"{""$date"":""2021-07-07T21:38:23.000Z""}",Sold,29,
335,Goat - Leg,277,others,Old,ASUS,gaming,15,Indigo,metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc,10.23,http://dummyimage.com/159x100.png/5fa2dd/ffffff,"{""$date"":""2021-10-31T15:45:30.000Z""}",Sold,39,
336,Wine - Jackson Triggs Okonagan,57,others,Old,Nike,ultrabook,L,Puce,placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor,34.26,http://dummyimage.com/175x100.png/cc0000/ffffff,"{""$date"":""2021-03-28T03:39:28.000Z""}",Unsold,42,
337,Tea - Herbal I Love Lemon,347,clothes,Old,iPhone,gaming,15,Pink,vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus,94.16,http://dummyimage.com/180x100.png/cc0000/ffffff,"{""$date"":""2020-11-13T10:46:31.000Z""}",Unsold,94,
338,Tea - Herbal - 6 Asst,159,furniture,New,Acer,,,,maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque,69.67,,"{""$date"":""2021-05-22T14:26:40.000Z""}",Unsold,362,
339,"Wine - Red, Cooking",489,PC,New,Samsung,jeans,38,,potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque,64.62,http://dummyimage.com/137x100.png/dddddd/000000,"{""$date"":""2021-02-19T14:22:38.000Z""}",Sold,442,
